REPORTDATE,REPORTTIME,WATERBODY,REGION,MUNICIPALITY,SITE,STATION,BLOOMINTENSITY,REPORTFREQUENCY,AFFILIATION,WEBSTATUS,DETAILS,WATERTEMP,WATERSURFACE,CYANOTAXA,OTHERTAXA,MICROCYSTIN,ANATOXIN,LATITUDE,LONGITUDE
06/27/2018,12:00:00,Lake St. Catherine,Lake St. Catherine,Poultney,363.0,Lake St. Catherine - Inlet on Hall Bay,1a - Little or no BGA present - clear water,Supplemental,BloomAlert,Generally Safe,Bloom has been gone for several days,,Calm,,,,,43.4675507,-73.20637782
05/25/2018,10:15:00,Ticklenaked Pond,Ticklenaked Pond,Ryegate,368.0,Ticklenaked Pond,1a - Little or no BGA present - clear water,Routine - Monthly ,VT DEC,Generally Safe,,,Rolling,no cyanobacteria observed,"diatoms, cryptophyte flagellates, chrysophytes",not tested,not tested,44.18787561,-72.09913182
06/11/2018,11:40:00,Ticklenaked Pond,Ticklenaked Pond,Ryegate,368.0,Ticklenaked Pond,1a - Little or no BGA present - clear water,Routine - Monthly ,VT DEC,Generally Safe,,,,"Anabaena, Aphanizomenon, Microcystis, Pseudanabaena","diatoms, green algae, cryptophyte flagellates, chrysophytes, Dinoflagellates",not tested,not tested,,
07/13/2018,09:50:00,Ticklenaked Pond ,Ticklenaked Pond,Ryegate,368.0,Ticklenaked Pond,1d - Little BGA present - recreation not impaired,Routine - Monthly ,VT DEC,Generally Safe,Existing,78,Calm,"Anabaena, Aphanizomenon","Aphanocapsa, Aphanocapsa spp., diatoms, green algae, cryptophyte flagellates, chrysophytes, Dinoflagellates",not tested,not tested,44.18787561,-72.09913182
07/21/2018,14:30:00,Ticklenaked Pond ,Ticklenaked Pond ,Ryegate,368.0,Ticklenaked Pond,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,VT DEC Volunteer,Generally Safe,Some tiny pinkish particles present,,Calm,,,,,44.18787561,-72.09913182
08/07/2018,09:35:00,Ticklenaked Pond ,Ticklenaked Pond,Ryegate,368.0,Ticklenaked Pond ,1d - Little BGA present - recreation not impaired,Routine - Monthly ,VT DEC,Generally Safe,,,,"Anabaena, Microcystis, Woronichinia/Coelosphaerium","diatoms, green algae, cryptophyte flagellates, chrysophytes, Dinoflagellates",not tested,not tested,,
08/15/2018,14:30:00,Ticklenaked Pond ,Ticklenaked Pond ,Ryegate,368.0,Ticklenaked Pond ,1a - Little or no BGA present - clear water,Routine - Biweekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.18787561,-72.09913182
09/27/2018,10:00:00,Ticklenaked Pond,Ticklenaked Pond,Ryegate,368.0,Ticklenaked Pond ,1d - Little BGA present - recreation not impaired,Routine - Monthly ,VT DEC,Generally Safe,Existing,65,Calm,"Anabaena, Aphanizomenon, Aphanothece, Planktothrix spp., Woronichinia/Coelosphaerium","diatoms, cryptophyte flagellates, chrysophytes, green algae",not tested,not tested,44.18787561,-72.09913182
10/15/2018,09:35:00,Ticklenaked Pond,Ticklenaked Pond,Ryegate,368.0,Ticklenaked Pond,1a - Little or no BGA present - clear water,Routine - Monthly ,VT DEC,Generally Safe,,,,Anabaena,"Arthrospira, diatoms, Chrysophytes, green algae, Dinoflagellates",not tested,not tested,44.18787561,-72.09913182
06/26/2018,14:00:00,Lake Willoughby,Lake Willoughby,Westmore,371.0,Lake Willoughby,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,59,Calm,,,,,44.75286731,-72.0600747
07/03/2018,14:10:00,Lake Willoughby,Lake Willoughby,Westmore,371.0,Lake Willoughby,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,71.6,Calm,,,,,44.75286731,-72.0600747
07/17/2018,11:45:00,Lake Willoughby,Lake Willoughby,Westmore,371.0,Lake Willoughby,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,72,Calm,,,,,44.75286731,-72.0600747
07/24/2018,14:45:00,Lake Willoughby,Lake Willoughby,Westmore,371.0,Lake Willoughby,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,78,White Caps,,,,,44.75286731,-72.0600747
08/07/2018,16:45:00,Lake Willoughby,Lake Willoughby,Westmore,371.0,Lake Willoughby,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,submitting a routine report,75,Rolling,,,,,44.75286731,-72.0600747
06/12/2018,14:10:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,66,Rolling,,,,,44.57213,-73.42657
06/19/2018,13:15:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,67.6,Rolling,,,,,44.57213,-73.42657
06/26/2018,14:12:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,66.7,Rolling,,,,,44.57213,-73.42657
07/03/2018,12:19:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,73.2,Rolling,,,,,44.57213,-73.42657
07/10/2018,11:05:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,70.8,Calm,,,,,44.57213,-73.42657
07/16/2018,15:14:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,80.6,Calm,,,,,44.57213,-73.42657
07/24/2018,12:40:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,74.6,Rolling,,,,,44.57213,-73.42657
07/31/2018,10:44:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,77,Calm,,,,,44.57213,-73.42657
08/14/2018,11:14:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,79.1,Rolling,,,,,44.57213,-73.42657
08/21/2018,11:44:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,79.1,Calm,,,,,44.57213,-73.42657
08/28/2018,11:15:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,75.5,Calm,,,,,44.57213,-73.42657
09/04/2018,13:45:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.57213,-73.42657
09/11/2018,15:15:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,68.3,Rolling,,,,,44.57213,-73.42657
09/18/2018,12:09:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.57213,-73.42657
09/26/2018,11:15:00,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376.0,Ausable Point Campground Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.57213,-73.42657
06/21/2018,14:30:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.545655,-73.215944
06/27/2018,12:40:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,67,Calm,,,,,44.545655,-73.215944
07/03/2018,15:25:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.545655,-73.215944
07/11/2018,11:30:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,75,Rolling,,,,,44.545655,-73.215944
07/18/2018,14:28:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,76,White Caps,,,,,44.545655,-73.215944
08/02/2018,10:45:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Staff,Generally Safe,,,Calm,,,,,44.545655,-73.215944
08/09/2018,10:11:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Station Bayside Beach not in drop down menu.,75,Calm,,,,,44.545655,-73.215944
08/15/2018,11:25:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,"Routine report entered as supplemental. Existing Site   Bayside Beach, no longer on list",,Calm,,,,,44.545655,-73.215944
08/22/2018,13:50:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach ,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Routine Weekly Bayside Beach. Site name missing from list,,Calm,,,,,44.545655,-73.215944
08/29/2018,15:30:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Malletts Bay Beach Routine Weekly added as supplemental due to missing on the list. ,77,Calm,,,,,44.545655,-73.215944
09/06/2018,15:24:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Bayside Beach. Routine weekly but filing a supplemental report because site name is no longer listed,77,Calm,,,,,44.545655,-73.215944
09/12/2018,14:27:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1d - Little BGA present - recreation not impaired,Routine - Weekly,LCC Volunteer,Generally Safe,Routine weekly for Bayside Beach location no longer listed. Buzzard and a crow side by side on the beach.,,Calm,,,,,44.545655,-73.215944
09/19/2018,15:56:00,Lake Champlain,Champlain - Malletts Bay,Colchester,377.0,Bayside Beach,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,LCC Volunteer,Generally Safe,Routine weekly for site no longer listed. Bayside Beach.  Stiff wind blowing towards shore. Turbid,72,White Caps,,,,,44.545655,-73.215944
06/12/2018,12:30:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.05594,-73.417176
06/26/2018,16:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.05594,-73.417176
07/03/2018,12:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.05594,-73.417176
07/12/2018,13:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.05594,-73.417176
07/16/2018,15:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,2 - BGA present - less than bloom levels (include photos),Supplemental,LCC Volunteer,Low Alert,Low level bloom accumulating along shoreline to about 10 feet out this cloudless 91 degree afternoon ,,Calm,,,,,44.05594,-73.417176
07/17/2018,13:40:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,,,Calm,,,,,44.05594,-73.417176
07/19/2018,14:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,3 - BGA bloom in progress (include photos),Supplemental,LCC Volunteer,High Alert,Bloom is all along shore extending approx 10 ft into bay. Air temp is 77  degrees ,,Calm,,,,,44.05594,-73.417176
07/20/2018,15:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1c - Little or no BGA present - other material present,Supplemental,LCC Volunteer,Generally Safe,The bloom of yesterday has fully disappeared with a brisk SSE wind,,Rolling,,,,,44.05594,-73.417176
07/24/2018,13:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.05594,-73.417176
07/25/2018,10:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.05594,-73.417176
07/31/2018,14:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey farm Road,1c - Little or no BGA present - other material present,Supplemental,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.05594,-73.417176
08/07/2018,14:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road ,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,Existing ,,Rolling,,,,,44.05594,-73.417176
08/13/2018,19:30:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,2 - BGA present - less than bloom levels (include photos),Supplemental,LCC Volunteer,Low Alert,"Too late in day for good photo, but still able to see green striations extending 20 ft from shore.",,Calm,,,,,44.05594,-73.417176
08/14/2018,13:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.05594,-73.417176
08/21/2018,14:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1c - Little or no BGA present - other material present,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.05594,-73.417176
08/27/2018,15:45:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,3 - BGA bloom in progress (include photos),Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,44.05594,-73.417176
08/28/2018,13:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1c - Little or no BGA present - other material present,Routine - Weekly,LCC Volunteer,Generally Safe,Existing ,,Rolling,,,,,44.05594,-73.417176
09/04/2018,13:00:00,Lake Champlain,Champlain - Main Lake South,Addison,380.0,Burgey Farm Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Weekly report for site Byrgey Farm Road which as fallen off state reporting form,,Rolling,,,,,44.05594,-73.417176
08/13/2018,13:00:00,Lake Champlain,Champlain - Main Lake Central,Burlington,381.0,Burlington Inner Dock,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,routine entered as supplemental b/c station name not listed,,Calm,,,,,44.482,-73.224638
06/15/2018,10:45:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,49.6,Calm,,,,,44.343764,-73.357744
06/22/2018,13:00:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,68,Calm,,,,,44.343764,-73.357744
06/22/2018,13:00:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,68,Calm,,,,,44.343764,-73.357744
06/29/2018,10:45:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,63.6,Rolling,,,,,44.343764,-73.357744
07/02/2018,16:00:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,Existing,68.3,White Caps,,,,,44.343764,-73.357744
07/12/2018,12:00:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,71,Rolling,,,,,44.343764,-73.357744
07/26/2018,11:00:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road ,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,68,Calm,,,,,44.343764,-73.357744
07/26/2018,11:00:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,routine entered as supplemental bc site name is not listed,68,Calm,,,,,44.343764,-73.357744
08/03/2018,12:30:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Existing Station location still does not appear on this form,73,Calm,,,,,44.343764,-73.357744
08/09/2018,13:30:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road ,1d - Little BGA present - recreation not impaired,Supplemental,LCC Volunteer,Generally Safe,,81.5,Calm,,,,,44.343764,-73.357744
08/10/2018,12:00:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road ,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Supplemental report all clear today,78,White Caps,,,,,44.343764,-73.357744
08/17/2018,10:30:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road ,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Station site not listed,75.5,Rolling,,,,,44.343764,-73.357744
08/23/2018,10:45:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road ,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Site location not listed,72,Calm,,,,,44.343764,-73.357744
09/07/2018,10:20:00,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",382.0,Essex Road,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Routine weekly report entered b/c site name no longer listed,72,Rolling,,,,,44.343764,-73.357744
